transaction_amount,account_age_days,previous_transactions,failed_transactions,transaction_hour,is_international,device_change,is_fraud
76039,106,88,8,15,1,0,1
57928,658,53,7,4,0,1,1
7339,1947,56,7,15,0,1,1
6810,1449,19,2,16,0,0,0
21484,1096,48,3,22,1,0,0
21138,988,6,1,14,1,1,1
40946,1809,28,1,12,0,0,0
88083,1783,47,3,7,1,1,1
67921,446,92,5,20,1,1,1
38091,1949,12,4,1,1,0,0
79157,2118,2,0,7,1,0,1
7071,1998,1,9,9,1,1,1
29239,2198,15,0,6,1,0,0
85545,774,93,5,9,1,1,1
77167,1562,5,2,3,1,1,1
80357,1676,44,2,10,0,0,0
84842,1123,70,6,8,0,1,1
37811,1302,4,0,3,1,1,1
6630,1587,55,0,2,1,1,1
11216,1687,70,9,10,0,1,1
65894,944,97,2,2,0,1,0
382,455,31,7,17,1,1,1
79573,1128,48,0,18,0,0,0
1998,946,12,9,13,1,1,1
4235,601,29,3,23,0,1,0
6729,725,24,8,10,1,0,1
85220,2281,84,3,23,0,0,0
89187,1418,59,9,1,1,0,1
65131,1525,58,7,1,0,1,1
33480,251,84,6,1,0,0,0
17171,1545,27,2,9,1,1,1
20174,79,57,6,22,1,1,1
90824,898,19,6,14,0,1,1
67943,781,33,9,21,0,1,1
40001,226,4,2,11,1,0,0
11305,1075,81,1,10,0,1,0
55761,1210,59,8,16,0,1,1
6006,1058,42,0,17,0,1,0
2691,803,56,6,13,0,1,1
63087,742,56,3,16,0,1,0
63470,2179,74,1,14,1,1,1
80785,704,53,1,11,0,0,0
54500,1427,80,7,15,0,0,0
25250,2371,44,6,22,1,1,1
31952,615,85,6,5,1,1,1
42970,329,36,4,1,1,1,1
52856,1396,83,9,1,1,1,1
56581,1484,47,7,15,1,1,1
1383,133,53,1,1,0,0,0
33791,835,47,1,7,0,1,0
1225,121,5,4,6,0,0,0
67165,1476,33,0,0,1,0,0
26270,965,62,5,3,1,0,1
8538,129,77,3,10,1,0,0
20195,1599,47,5,19,0,0,0
16254,2077,22,6,6,0,1,1
8104,1548,83,2,17,0,1,0
9852,333,12,7,3,0,1,1
55526,1154,46,6,16,0,1,1
26919,1317,43,0,10,0,0,0
92151,1197,31,5,10,1,0,1
24317,1430,25,6,19,0,1,1
88808,356,52,3,10,0,0,0
33094,139,13,1,14,0,1,0
15136,1527,51,9,13,0,0,0
77375,1198,35,8,16,0,0,1
97856,29,7,6,1,1,0,1
49516,931,39,0,17,0,0,0
9687,1014,85,7,15,0,1,1
95765,828,21,2,11,1,0,1
745,351,15,3,9,1,1,1
31030,2025,90,4,15,0,1,0
81935,299,59,0,2,0,0,0
30190,1744,59,5,7,0,1,1
87589,1866,9,9,21,0,1,1
52242,1216,24,5,21,0,1,1
26575,1696,30,1,23,1,1,1
18988,2112,20,9,1,1,0,1
43832,755,90,5,21,0,0,0
81723,770,80,7,0,0,0,1
46405,1239,32,5,13,1,0,1
46137,834,30,3,3,1,1,1
9446,2214,89,3,3,0,1,0
687,1907,20,8,8,0,0,0
12863,1565,35,5,2,0,0,0
59265,1219,64,7,4,0,1,1
69715,506,3,7,0,0,0,0
36216,1358,67,6,21,0,1,1
85851,1461,89,2,18,1,0,1
91453,1417,3,9,0,1,1,1
90401,1173,8,0,9,1,1,1
95748,761,29,4,21,1,0,1
25656,833,44,9,11,0,0,0
59142,1429,3,9,9,1,0,1
18199,283,68,1,1,1,1,1
45196,379,22,9,15,0,0,0
72086,198,15,1,7,1,0,1
13330,556,21,6,13,0,0,0
29109,356,71,2,14,0,0,0
71069,1564,47,7,15,1,0,1
33966,1041,61,8,10,1,1,1
84346,379,96,7,11,1,0,1
77075,680,59,5,1,0,0,1
41955,1780,79,4,3,1,0,0
81657,899,4,2,2,0,0,0
6516,76,79,2,8,1,1,1
72616,231,6,6,17,0,1,1
56015,1740,50,4,18,1,0,0
18158,962,64,5,6,1,0,1
76737,2350,8,5,3,0,0,1
40818,2263,81,8,5,1,1,1
32702,2117,44,0,18,1,1,1
74758,393,46,7,0,0,0,1
78212,1109,66,9,15,1,1,1
58167,267,23,4,10,1,1,1
27616,1093,91,5,21,0,1,1
88069,611,9,5,3,1,1,1
1189,1371,72,0,17,0,1,0
37446,1009,76,2,22,1,1,1
74763,962,47,5,4,1,0,1
10587,673,34,8,21,0,1,1
255,2471,53,5,5,1,0,1
67594,1701,86,5,1,0,1,1
76329,2163,80,0,11,0,0,0
38647,2268,70,8,21,1,1,1
28895,31,15,3,8,0,0,0
55396,1367,52,1,19,1,0,0
21547,1401,39,0,11,0,1,0
36698,1154,99,2,12,1,0,0
41914,617,19,2,21,1,0,0
90851,539,87,4,22,0,1,1
75430,871,68,0,16,1,0,1
98845,101,44,6,4,1,1,1
88060,1413,5,0,19,1,0,1
63378,941,91,3,12,0,0,0
55177,341,68,5,12,1,1,1
72006,1044,48,0,9,1,0,1
9628,38,38,6,14,0,0,0
93912,660,1,9,14,1,1,1
50200,2034,38,6,17,0,1,1
8279,1561,20,2,17,0,1,0
48881,1657,39,3,1,1,0,0
55367,1050,81,5,22,0,0,0
82479,454,53,6,10,1,1,1
24052,1705,11,3,12,1,0,0
53898,1347,80,9,10,1,0,1
98796,819,36,8,3,0,0,1
51039,773,37,8,14,0,0,0
29616,13,14,8,21,1,0,1
56626,921,6,9,22,1,1,1
10549,825,77,5,10,0,1,1
50390,2419,49,1,17,1,0,0
86761,1315,64,1,15,0,0,0
73054,2380,66,3,9,0,0,0
22846,2309,43,8,11,1,1,1
68090,2018,30,2,12,1,1,1
58910,1229,42,5,8,1,1,1
83397,697,76,1,20,0,1,1
15323,950,47,0,12,0,1,0
72337,2435,81,4,5,0,0,0
2697,1439,80,7,5,0,0,0
65777,69,80,9,10,1,0,1
2759,1782,60,9,18,0,0,0
86616,2248,74,1,10,1,1,1
74667,2264,83,9,9,0,0,1
15137,1970,9,8,22,0,0,0
46838,212,28,7,14,1,0,1
71778,508,47,2,12,0,0,0
12209,2064,97,0,22,1,1,1
22110,1522,80,3,7,0,1,0
8887,332,61,7,4,1,0,1
8572,551,12,2,1,0,0,0
23483,1625,43,9,15,0,0,0
61809,942,46,1,12,1,0,0
69885,2304,63,6,18,1,1,1
34618,728,90,3,8,1,1,1
54009,880,52,5,14,0,0,0
18451,649,89,4,5,0,0,0
69724,1000,91,1,7,0,1,0
53430,1522,76,9,23,0,1,1
15382,1613,75,1,13,0,0,0
84966,1010,43,8,4,0,0,1
21878,1551,27,9,16,1,0,1
24364,804,1,1,21,0,1,0
59775,214,56,7,6,0,1,1
5175,169,56,7,8,1,1,1
76048,978,33,0,15,1,1,1
48554,1329,86,0,17,1,1,1
28465,146,57,3,12,1,0,0
72866,1799,51,1,17,1,0,1
48300,516,28,0,9,0,0,0
11102,453,34,8,0,0,0,0
14047,60,74,2,20,1,1,1
79322,528,47,0,17,1,0,1
94940,1024,32,1,18,0,1,1
78710,1565,74,7,1,1,1,1
52242,1103,72,4,3,0,0,0
56407,433,77,6,10,0,0,0
4593,1177,8,5,2,1,0,1
50185,401,47,0,8,0,0,0
34328,2105,66,5,9,0,0,0
79776,2234,92,6,1,0,0,1
51975,2446,82,3,6,0,1,0
31755,605,35,7,14,1,1,1
43572,2206,95,7,18,1,1,1
49537,1811,70,6,9,1,0,1
49516,1464,91,1,23,1,1,1
59811,2494,43,5,19,1,0,1
6916,1774,81,5,13,0,0,0
77275,1554,59,6,3,0,1,1
64407,1097,62,5,10,0,1,1
46833,929,4,1,2,0,0,0
95128,1952,86,7,22,1,0,1
11340,1974,85,3,16,1,1,1
98334,2065,89,8,6,0,1,1
92593,1555,75,7,10,1,1,1
98444,326,39,2,17,0,1,1
71463,995,18,2,13,0,1,1
32862,613,46,7,13,1,1,1
8359,596,64,1,5,1,0,0
50239,921,66,8,8,1,1,1
14949,842,90,3,21,0,0,0
81868,1226,17,5,2,1,0,1
89809,344,49,2,16,0,1,1
54969,1877,29,2,11,1,1,1
63195,859,65,2,3,0,1,0
71010,1424,4,9,19,1,0,1
86810,445,92,1,15,0,0,0
23667,1789,96,7,23,0,1,1
35392,222,41,8,9,1,1,1
74913,592,83,7,6,0,0,1
97236,1031,93,9,9,1,0,1
51731,1296,4,2,6,1,1,1
9985,1018,49,6,22,1,1,1
59759,2064,84,9,17,0,1,1
54406,1448,57,1,8,1,0,0
66414,2046,78,3,21,0,0,0
65187,524,83,5,17,1,1,1
29265,2069,7,4,16,1,1,1
59029,2276,30,8,10,0,1,1
67128,1809,11,9,0,0,0,0
96098,1312,20,3,16,1,0,1
49912,1307,93,4,3,0,0,0
50600,2452,61,3,3,1,1,1
79251,1090,90,7,13,0,1,1
58743,1673,89,7,8,0,1,1
45000,437,32,2,12,1,0,0
43046,829,25,0,15,0,0,0
7951,259,89,5,0,1,0,1
16388,2004,99,1,2,1,1,1
72792,1990,39,1,18,0,1,1
67680,103,64,2,7,1,0,0
7468,993,58,7,17,0,1,1
85536,769,14,2,5,0,1,1
96236,1125,0,6,19,1,0,1
46503,1222,10,9,5,0,0,0
91270,2274,54,9,4,1,0,1
9268,237,1,8,11,1,0,1
86597,1145,64,7,8,0,0,1
49979,767,94,0,8,0,1,0
59971,991,43,6,16,1,0,1
89488,1760,15,6,18,1,1,1
98746,2321,21,7,16,1,1,1
32274,2280,17,9,21,0,0,0
99851,496,46,4,15,0,0,0
92591,1048,80,9,11,1,1,1
6681,1727,29,8,2,0,1,1
71953,2073,9,8,13,1,1,1
64146,2336,98,7,16,0,0,0
49778,338,57,5,21,1,1,1
26749,1938,61,5,15,1,0,1
88768,1818,84,0,20,1,0,1
82425,137,79,5,11,1,1,1
14667,2275,5,3,23,1,0,0
80504,320,66,3,1,1,1,1
90006,1864,40,1,7,0,1,1
96119,916,42,3,11,1,0,1
62044,1206,84,4,20,1,0,0
78102,1898,76,4,15,1,1,1
28903,2134,17,4,7,1,0,0
18330,926,57,3,15,1,0,0
17962,2101,59,0,9,0,1,0
43455,1259,87,9,19,1,0,1
31359,1983,26,7,14,1,1,1
99175,433,67,2,3,1,1,1
87545,999,21,1,14,1,0,1
30895,2148,23,8,3,0,1,1
8870,990,39,6,10,0,0,0
11193,599,73,8,5,1,1,1
46671,2451,65,1,3,1,0,0
293,396,39,8,8,0,1,1
17669,415,5,9,8,1,1,1
11290,939,17,8,2,0,0,0
62924,1637,80,8,22,1,0,1
42852,541,86,9,4,0,0,0
32427,1650,29,9,14,0,0,0
42170,1946,20,3,8,1,0,0
86025,84,61,9,1,1,0,1
40297,271,9,2,2,1,0,0
2361,2292,12,5,20,1,0,1
94005,388,75,2,11,0,0,0
26612,214,8,8,15,0,1,1
6816,59,67,2,4,1,0,0
86895,1626,38,1,9,0,1,1
29033,843,23,7,14,1,0,1
4478,1528,33,5,13,1,0,1
40683,1730,60,7,13,1,1,1
85471,123,40,6,22,0,1,1
29133,1437,4,2,12,1,0,0
24100,1163,78,7,15,0,1,1
75968,2487,49,9,7,1,0,1
42704,562,3,0,7,0,1,0
68436,2166,50,0,16,0,0,0
95174,1738,51,9,16,0,1,1
95755,905,38,7,2,0,0,1
73969,395,7,8,0,1,1,1
5510,1727,44,9,16,0,0,0
83475,1717,87,5,23,0,1,1
56144,935,27,4,15,1,0,0
63415,1102,26,1,16,0,0,0
96155,1436,64,8,1,1,0,1
71444,75,33,5,13,0,1,1
6896,295,80,7,6,1,1,1
86816,21,61,8,18,0,1,1
54345,1039,61,8,0,0,1,1
43156,1235,37,7,16,0,1,1
17809,560,25,9,9,0,0,0
58657,1110,23,7,5,1,1,1
17643,1173,38,2,6,0,0,0
37518,372,20,2,5,1,0,0
94711,2028,93,1,4,1,0,1
96138,818,46,0,1,1,0,1
16824,1175,47,3,17,1,0,0
3928,1165,12,1,23,0,1,0
17187,1093,2,1,16,0,0,0
12705,1284,31,4,23,0,1,0
31437,2012,34,3,22,0,0,0
5582,846,18,0,6,0,0,0
65433,1992,13,8,20,0,1,1
92641,521,47,3,18,1,1,1
88396,371,85,4,6,1,0,1
51052,1443,80,6,22,0,0,0
5563,101,67,1,6,0,0,0
70548,661,44,7,15,0,1,1
4748,1682,18,1,11,1,1,1
33723,243,63,9,14,0,0,0
59256,512,65,4,14,0,1,0
35734,2274,78,1,10,0,1,0
44702,1542,65,1,1,1,1,1
49434,2262,74,3,2,1,1,1
68748,2115,44,3,18,0,1,0
22154,396,86,7,19,1,1,1
70128,612,73,5,14,1,1,1
22307,1261,66,9,15,1,0,1
80750,1858,68,7,0,0,1,1
99921,770,2,6,14,0,1,1
81654,1423,37,9,11,1,0,1
21486,407,76,3,6,1,1,1
83376,1873,41,1,6,1,1,1
59618,1504,82,8,10,0,1,1
52881,2270,39,1,19,1,1,1
52880,1180,49,0,10,1,0,0
61540,654,34,7,16,0,1,1
44299,2476,23,9,2,1,0,1
61135,1182,87,8,15,1,1,1
8310,977,16,0,4,0,1,0
44463,1440,39,6,1,1,1,1
78379,2419,73,1,22,1,1,1
60448,1368,65,5,6,1,0,1
55384,229,43,4,9,1,0,0
72224,2328,22,0,4,0,0,0
68947,1894,5,1,14,0,0,0
22532,1314,65,1,11,0,0,0
64189,1071,20,9,9,1,1,1
55498,975,34,9,21,0,0,0
99391,1739,28,5,16,0,0,1
3421,758,6,0,19,1,1,1
81448,321,92,3,19,0,0,0
37483,2322,52,9,10,1,1,1
78782,556,36,4,7,1,0,1
79290,844,22,1,14,1,1,1
52993,1337,96,1,1,0,0,0
35920,1387,7,6,16,0,1,1
66362,668,75,6,22,1,0,1
3860,2428,47,5,5,0,0,0
22290,1943,9,0,20,1,1,1
67511,2005,78,2,12,0,1,0
23477,1931,23,8,7,0,1,1
46837,746,89,9,10,0,0,0
69669,675,46,0,14,0,1,0
38311,2164,52,1,12,0,0,0
83009,1066,38,7,17,1,1,1
3844,2427,66,6,17,0,0,0
25095,2328,65,8,16,0,1,1
17077,618,5,9,21,0,1,1
98038,2166,20,3,12,0,0,0
34642,2357,72,3,2,0,1,0
10751,2148,73,6,20,1,1,1
99339,2309,35,0,23,1,1,1
79031,993,2,9,6,1,0,1
95444,1329,87,8,11,0,0,1
16815,1378,85,1,3,0,1,0
44509,286,77,0,23,1,1,1
24406,2376,41,6,10,1,0,1
19186,2111,44,5,13,1,0,1
14476,687,43,2,17,1,1,1
61450,1306,90,0,6,0,0,0
71525,1465,32,4,4,1,1,1
36736,738,59,9,15,0,1,1
86220,1959,85,3,10,1,0,1
51749,1895,92,4,21,0,0,0
34710,1486,82,0,2,0,0,0
10158,2101,82,0,15,0,0,0
74737,486,69,4,10,1,0,1
78133,1514,82,5,9,0,0,1
70294,2002,76,4,22,0,0,0
77017,1388,25,1,22,1,0,1
64300,2457,85,8,1,1,1,1
46719,1031,20,4,15,1,1,1
17254,1766,99,4,16,1,0,0
19639,668,1,9,9,1,1,1
60158,1221,46,8,17,1,1,1
62168,835,29,2,11,0,1,0
77413,876,26,4,7,0,1,1
30473,2415,70,4,2,1,1,1
33254,1002,19,1,19,1,0,0
6131,250,49,3,23,0,0,0
93633,1940,94,1,2,0,0,0
72075,1619,22,4,5,0,0,0
22885,1264,12,9,1,1,0,1
79028,2428,80,1,2,0,0,0
28769,872,3,9,16,0,1,1
94575,835,13,8,8,1,0,1
2382,919,19,9,3,1,1,1
34724,1725,12,5,21,1,0,1
48538,2414,2,7,22,0,1,1
90000,1314,89,8,1,1,1,1
67634,1898,89,7,23,0,0,0
31805,403,81,4,8,0,0,0
38344,2106,95,4,13,1,0,0
75064,1328,77,5,10,0,0,1
37537,1139,46,0,1,1,1,1
77972,210,2,7,20,1,0,1
74978,1065,0,1,1,1,0,1
73082,816,89,5,4,1,1,1
50683,2221,23,8,6,0,1,1
38492,234,34,2,21,1,0,0
7561,793,13,1,3,0,0,0
10616,1908,66,9,13,0,1,1
79385,1614,12,4,1,1,0,1
17614,2167,46,8,22,0,1,1
36368,335,49,5,11,1,1,1
90586,1360,77,7,9,1,0,1
36888,1640,84,7,0,1,1,1
75849,1098,25,6,18,0,0,1
61149,1215,2,4,22,1,0,0
62593,324,50,1,15,1,0,0
36127,1791,39,9,14,0,1,1
93647,284,67,9,13,1,0,1
42949,213,35,4,8,1,0,0
17958,1659,50,6,20,1,1,1
84262,1742,0,6,22,1,0,1
79103,929,32,1,14,1,0,1
52495,752,6,6,6,1,0,1
39858,1418,51,5,3,0,1,1
54412,2387,10,6,20,1,1,1
68770,1822,26,7,17,1,0,1
82379,1046,13,3,7,1,0,1
15534,1795,85,0,11,1,0,0
64147,1893,79,7,14,0,1,1
47875,105,45,7,14,1,0,1
75869,1490,75,2,16,0,0,0
66777,1483,9,2,1,1,0,0
83655,1456,23,4,11,1,1,1
86020,770,60,2,2,0,1,1
45834,1960,17,4,6,0,1,0
88603,2028,85,7,5,1,1,1
40703,379,8,0,13,1,1,1
76808,713,16,1,22,1,0,1
82026,1373,57,1,4,1,0,1
68903,225,12,3,3,1,0,0
39432,1738,49,8,14,1,0,1
91803,738,5,1,6,0,1,1
21412,236,84,8,2,1,1,1
93476,183,50,6,12,1,0,1
84626,712,35,9,9,1,1,1
44279,1893,70,7,22,0,0,0
71542,2492,99,0,1,0,1,1
40479,1889,24,4,11,0,0,0
17397,623,10,8,23,1,0,1
2111,1260,43,3,21,0,0,0
44114,1151,13,1,11,1,1,1
11838,749,28,5,18,1,0,1
94433,2203,73,1,18,1,0,1
47598,2305,49,2,20,1,1,1
11220,2283,4,7,2,1,0,1
8867,2337,71,2,5,1,1,1
22952,510,68,1,1,1,1,1
79339,1576,87,5,23,0,1,1
1029,1824,56,2,12,0,0,0
77587,785,25,0,8,0,1,1
91675,2346,5,2,12,1,1,1
95140,137,15,5,22,0,1,1
17538,2424,59,2,13,1,0,0
48615,2135,99,8,18,0,1,1
5844,1778,11,6,10,0,0,0
83920,1223,74,4,13,1,1,1
42517,2485,2,1,15,0,1,0
7169,1334,62,8,9,1,0,1
42459,1778,63,4,19,0,0,0
19899,1305,61,6,15,0,0,0
98846,764,5,8,1,0,1,1
93862,702,18,3,15,1,1,1
70288,152,17,8,13,1,0,1
89959,1326,79,0,20,0,0,0
7697,1302,86,5,17,0,0,0
47193,1712,42,1,5,1,0,0
37326,1032,72,7,6,0,0,0
72227,807,2,4,12,0,1,1
91469,235,71,2,1,1,1,1
77462,561,37,1,14,0,0,0
26517,1326,67,7,16,0,0,0
18793,38,75,6,12,1,1,1
79774,1160,43,8,6,1,0,1
53261,421,94,7,0,1,0,1
2269,1243,88,3,2,1,0,0
84192,348,79,1,19,0,0,0
22152,1832,62,1,17,1,1,1
71949,1570,41,1,6,1,0,1
73951,1919,63,5,20,0,1,1
8136,2321,53,6,16,1,1,1
31878,1902,77,5,11,1,1,1
27834,2356,76,1,15,0,1,0
23273,1398,70,3,23,1,0,0
30503,1825,75,2,9,1,1,1
66421,2492,36,3,22,0,0,0
71775,1229,3,4,15,1,0,1
6444,405,1,6,19,1,1,1
18900,1722,98,8,17,0,0,0
25472,1221,43,1,14,0,0,0
61616,115,66,7,22,1,1,1
20638,1677,67,2,10,1,1,1
64018,65,75,8,17,1,1,1
15073,1300,82,9,5,0,0,0
71255,825,73,3,0,1,0,1
59600,2287,61,2,22,1,1,1
36675,2350,0,9,6,0,1,1
42361,1416,16,5,11,1,0,1
27816,969,15,9,19,1,0,1
3336,369,8,8,3,1,1,1
15948,233,52,6,9,0,0,0
2452,2243,72,3,20,0,0,0
2032,907,58,2,1,1,1,1
76549,921,8,9,8,1,1,1
8656,689,11,3,9,0,0,0
86936,177,40,2,19,1,0,1
5598,2265,14,2,10,0,0,0
76218,1035,65,8,13,0,0,1
50198,1470,74,3,2,0,1,0
64486,630,10,8,0,0,0,0
9669,164,7,9,6,0,1,1
56982,2101,54,4,3,1,0,0
70493,2266,95,6,6,0,1,1
440,824,5,4,15,1,0,0
44049,2433,52,0,9,1,0,0
82402,56,19,1,14,1,1,1
62543,118,38,4,15,0,0,0
91768,798,98,5,5,1,1,1
74127,780,71,6,3,1,1,1
238,1439,33,1,3,1,1,1
458,1894,56,9,23,0,0,0
75350,708,18,8,22,1,0,1
85476,1104,70,5,3,0,0,1
30754,22,30,1,21,0,1,1
25979,1501,81,1,21,1,0,0
81632,843,39,2,16,1,0,1
55878,1761,13,0,12,0,1,0
37872,1117,99,8,1,0,1,1
58578,192,80,9,19,1,1,1
64453,1019,36,3,5,1,1,1
26862,1127,43,4,21,1,0,0
13383,396,8,6,0,1,1,1
64022,1019,57,0,7,1,1,1
39520,567,19,2,17,0,0,0
55668,231,91,2,20,0,0,0
85190,874,49,1,3,0,1,1
20319,240,19,7,4,0,0,0
57269,90,35,4,4,0,0,0
75065,2280,26,0,14,1,1,1
46940,457,71,1,9,0,0,0
44795,2281,31,0,7,1,1,1
84854,354,0,5,6,0,0,1
78088,1005,16,8,11,0,0,1
58442,1357,8,6,10,1,0,1
19051,439,83,4,12,0,0,0
1407,1399,44,2,14,0,1,0
80488,345,95,7,16,0,1,1
90868,657,65,9,21,0,0,1
35528,2178,31,3,21,1,0,0
92121,2189,44,8,17,0,0,1
75874,2463,8,4,7,0,1,1
39075,1117,29,5,5,0,0,0
1240,626,83,4,10,0,1,0
24942,284,37,9,8,0,0,0
26521,1980,59,6,4,0,1,1
1808,1679,0,6,6,0,1,1
3730,223,4,0,21,0,0,0
19695,744,62,1,14,1,1,1
76121,463,98,6,20,1,0,1
28408,1569,35,7,21,1,1,1
44889,1706,64,3,3,0,1,0
55790,1164,77,5,18,0,0,0
26186,2405,72,9,12,1,1,1
16959,1737,93,2,0,1,0,0
7784,1047,23,6,0,1,1,1
91188,665,3,2,21,1,0,1
1307,1357,77,6,13,0,1,1
46199,1015,88,7,8,1,1,1
67596,2133,67,2,23,0,0,0
66193,1055,24,1,11,1,1,1
29789,1765,73,5,17,0,0,0
48751,2288,98,3,8,0,0,0
13993,1914,6,7,7,0,1,1
97908,363,12,1,13,0,0,0
66518,1413,67,3,8,1,0,0
60111,668,42,1,19,0,0,0
38735,1881,56,1,1,0,0,0
56215,1395,35,1,0,1,0,0
95171,99,13,0,12,1,0,1
78505,2095,81,3,9,1,1,1
72802,422,71,1,7,1,0,1
78618,1504,95,8,6,0,0,1
72905,62,26,8,23,1,1,1
59054,1133,36,6,11,0,0,0
28164,1703,86,5,16,1,0,1
79163,598,70,2,11,0,0,0
2554,392,75,6,15,1,1,1
20978,1076,24,0,9,1,1,1
51198,1313,66,8,11,1,0,1
62254,2030,89,3,10,1,0,0
13091,2385,3,5,13,0,1,1
68444,810,99,5,21,1,0,1
36693,1406,78,2,19,0,1,0
36404,1160,95,3,12,0,0,0
30486,1532,92,9,1,1,0,1
55320,1386,73,2,19,1,1,1
69438,881,84,5,6,0,0,0
94389,1600,15,0,0,0,1,1
21183,254,18,7,2,0,1,1
18454,2068,28,7,19,0,0,0
22290,1169,50,8,11,0,0,0
6242,1232,17,5,4,1,1,1
28498,2424,57,0,11,1,1,1
52071,166,43,2,2,0,0,0
41962,1574,15,0,19,1,0,0
98768,617,64,4,4,0,0,0
53510,1626,1,2,0,1,0,0
19603,503,55,1,15,0,1,0
48556,913,78,2,8,1,1,1
82135,2127,27,8,9,1,0,1
8116,585,64,7,9,0,1,1
2484,1959,4,2,12,1,0,0
62420,396,21,1,15,0,1,0
15172,1632,99,4,19,0,1,0
80118,1881,12,0,3,1,0,1
40610,402,64,3,13,0,0,0
49033,975,15,7,16,1,0,1
21926,224,85,0,4,1,0,0
68126,518,63,4,12,0,1,0
25618,236,31,3,2,1,1,1
24145,116,79,5,4,0,0,0
50976,226,50,6,15,0,1,1
92546,2278,78,8,18,1,1,1
90202,182,57,0,18,0,0,0
52019,1342,45,9,16,1,0,1
99541,210,51,3,17,1,0,1
27203,1416,62,5,17,0,1,1
36288,2144,75,9,22,1,0,1
5945,894,59,6,7,0,0,0
86798,1882,64,6,17,0,1,1
36774,1110,80,7,8,0,1,1
19437,2463,54,9,18,0,1,1
22413,2027,56,7,9,1,1,1
27043,394,91,7,1,0,0,0
78049,844,70,7,16,0,1,1
376,1525,72,7,23,0,0,0
51251,604,85,5,12,1,0,1
17711,582,25,8,10,1,1,1
12044,2043,11,2,15,0,0,0
52987,1940,70,5,19,1,0,1
81542,133,45,4,6,1,1,1
49947,2269,46,7,2,0,1,1
58753,976,78,3,15,0,1,0
86172,1814,37,3,18,1,0,1
56722,1544,20,9,19,1,0,1
27910,1358,13,9,15,1,1,1
77942,39,1,4,1,0,1,1
10603,1317,71,5,13,1,1,1
84861,162,69,3,19,1,1,1
37076,1910,32,1,9,1,1,1
11690,1128,5,1,18,1,1,1
10986,2209,89,2,23,0,1,0
12966,1659,36,1,10,0,0,0
66724,1964,13,0,17,0,1,0
68999,1058,36,7,10,1,1,1
32892,2290,7,4,8,0,1,0
9864,967,76,9,18,1,1,1
86256,890,12,0,19,1,0,1
42827,2161,39,8,9,0,1,1
78571,2366,91,7,2,1,0,1
8168,2071,57,3,2,1,0,0
7395,1667,17,7,23,1,0,1
41260,1442,56,9,7,0,1,1
11490,1068,82,6,5,0,1,1
20231,128,37,6,19,0,0,0
94854,158,31,0,0,0,0,0
76069,827,85,5,19,0,1,1
15138,1891,65,3,23,0,0,0
52427,512,76,9,5,0,0,0
93818,2093,86,9,1,0,1,1
77164,2267,24,9,18,0,1,1
21381,443,91,1,6,0,0,0
54289,2363,57,9,10,1,0,1
48611,2225,74,6,10,0,1,1
8705,2276,32,8,3,1,1,1
1481,1727,87,4,19,1,1,1
66734,2007,65,7,15,0,0,0
19910,1696,29,4,4,0,1,0
24422,267,80,6,23,1,0,1
41969,838,33,6,6,0,0,0
33055,489,85,8,15,0,1,1
61488,702,68,2,14,1,1,1
10307,687,47,0,4,0,1,0
87429,996,39,1,0,0,1,1
67728,357,50,5,19,1,0,1
28320,872,79,9,21,1,0,1
84150,1974,12,9,21,1,0,1
74185,2252,89,8,8,0,0,1
22131,552,30,2,20,1,1,1
70821,1811,38,9,4,0,0,1
80907,323,62,1,21,0,1,1
71412,2229,47,0,5,0,1,1
59866,83,86,1,2,1,0,0
12549,2351,47,2,5,0,0,0
89933,262,60,6,7,0,0,1
56799,784,11,1,5,1,0,0
81353,1224,77,4,15,1,0,1
46192,914,55,1,15,0,1,0
63771,944,17,6,20,1,1,1
10450,1319,26,9,2,0,0,0
96258,1536,27,7,16,0,0,1
68587,689,81,7,20,0,0,0
17722,2444,79,7,5,1,0,1
70363,1773,51,9,5,1,0,1
53217,839,15,8,21,0,0,0
58494,878,76,0,18,0,1,0
23882,49,57,0,19,0,1,0
28554,293,92,9,14,0,0,0
68004,1652,8,1,18,1,0,0
15692,536,25,5,1,1,1,1
22273,311,27,0,7,1,0,0
33304,537,76,4,6,1,0,0
35696,1927,35,4,7,1,0,0
34424,234,8,3,12,0,1,0
61302,1233,46,4,21,1,0,0
89500,2142,77,0,14,0,1,1
30850,2375,50,5,11,0,0,0
76212,2273,75,6,14,1,0,1
16666,967,56,7,13,1,1,1
7290,890,31,1,6,0,0,0
88707,2059,66,6,16,0,1,1
38433,35,56,5,4,0,1,1
81005,447,53,8,19,1,0,1
89671,1764,15,7,9,1,1,1
1689,2489,61,3,18,1,1,1
25335,1559,83,8,17,1,0,1
259,595,95,0,23,0,0,0
12245,2026,55,5,9,1,0,1
81009,2277,22,7,1,0,1,1
32021,344,16,3,5,1,0,0
16337,1104,79,1,2,1,0,0
8344,1420,37,1,18,1,0,0
14843,1314,71,9,4,0,0,0
97202,1479,82,0,6,0,1,1
46201,1152,29,4,6,1,0,0
84327,1922,57,5,9,0,0,1
99632,1383,97,3,0,0,0,0
56478,2123,77,3,10,1,0,0
71226,1570,21,4,22,1,0,1
56171,1895,16,4,6,0,1,0
71221,2244,14,8,5,1,0,1
74863,1867,47,7,5,0,0,1
93914,29,31,8,12,0,1,1
